course_id,course_name,department_id,credits
222,Course222,4,4
223,Course223,2,4
224,Course224,1,2
225,Course225,1,2
226,Course226,3,4
227,Course227,4,2
228,Course228,4,2
229,Course229,2,4
230,Course230,4,4
231,Course231,2,2
232,Course232,1,4
233,Course233,3,2
234,Course234,4,3
235,Course235,2,4
236,Course236,1,4
237,Course237,2,4
238,Course238,1,4
239,Course239,4,3
240,Course240,2,3
241,Course241,4,4
242,Course242,2,4
243,Course243,4,3
244,Course244,2,2
245,Course245,2,4
246,Course246,2,2
247,Course247,3,2
248,Course248,3,3
249,Course249,2,4
250,Course250,3,2
251,Course251,4,2
252,Course252,2,3
253,Course253,2,4
254,Course254,2,2
255,Course255,3,2
256,Course256,4,4
257,Course257,3,2
258,Course258,1,4
259,Course259,3,4
260,Course260,1,2
261,Course261,4,4
262,Course262,4,4
263,Course263,3,4
264,Course264,1,2
265,Course265,2,4
266,Course266,4,4
267,Course267,4,2
268,Course268,1,3
269,Course269,4,3
270,Course270,2,4
271,Course271,1,3
272,Course272,3,4
273,Course273,2,4
274,Course274,3,4
275,Course275,3,4
276,Course276,3,2
277,Course277,2,3
278,Course278,4,4
279,Course279,2,4
280,Course280,4,3
281,Course281,4,2
282,Course282,3,3
283,Course283,4,4
284,Course284,2,4
285,Course285,1,3
286,Course286,4,2
287,Course287,1,2
288,Course288,1,2
289,Course289,3,3
290,Course290,3,2
291,Course291,3,4
292,Course292,1,2
293,Course293,1,3
294,Course294,1,3
295,Course295,1,2
296,Course296,3,3
297,Course297,2,2
298,Course298,1,2
299,Course299,2,4
300,Course300,2,3
301,Course301,3,4
302,Course302,3,4
303,Course303,3,4
304,Course304,2,4
305,Course305,2,2
306,Course306,4,4
307,Course307,3,2
308,Course308,2,3
309,Course309,4,4
310,Course310,3,4
311,Course311,2,4
312,Course312,1,2
313,Course313,4,4
314,Course314,1,4
315,Course315,4,4
316,Course316,4,4
317,Course317,3,2
318,Course318,1,2
319,Course319,1,3
320,Course320,1,2
321,Course321,2,3
322,Course322,4,4
323,Course323,1,4
324,Course324,2,2
325,Course325,3,4
326,Course326,2,3
327,Course327,2,3
328,Course328,3,3
329,Course329,1,2
330,Course330,1,2
331,Course331,1,2
332,Course332,3,2
333,Course333,3,4
334,Course334,3,4
335,Course335,1,4
336,Course336,1,2
337,Course337,4,3
338,Course338,2,3
339,Course339,2,4
340,Course340,2,3
341,Course341,4,3
342,Course342,3,4
343,Course343,3,2
344,Course344,2,4
345,Course345,4,4
346,Course346,2,4
347,Course347,1,3
348,Course348,1,4
349,Course349,2,3
350,Course350,2,3
351,Course351,3,2
352,Course352,4,4
353,Course353,1,2
354,Course354,4,2
355,Course355,4,4
356,Course356,1,3
357,Course357,3,3
358,Course358,4,4
359,Course359,1,2
360,Course360,2,3
361,Course361,3,3
362,Course362,1,2
363,Course363,1,3
364,Course364,3,3
365,Course365,1,4
366,Course366,4,2
367,Course367,4,4
368,Course368,2,3
369,Course369,3,4
370,Course370,2,3
371,Course371,1,3
372,Course372,4,2
373,Course373,2,2
374,Course374,2,4
375,Course375,2,2
376,Course376,1,3
377,Course377,2,2
378,Course378,4,4
379,Course379,2,3
380,Course380,3,4
381,Course381,2,3
382,Course382,4,4
383,Course383,2,4
384,Course384,1,4
385,Course385,4,2
386,Course386,4,4
387,Course387,4,2
388,Course388,2,4
389,Course389,3,4
390,Course390,4,4
391,Course391,3,4
392,Course392,1,4
393,Course393,4,2
394,Course394,4,2
395,Course395,1,4
396,Course396,3,4
397,Course397,3,3
398,Course398,1,3
399,Course399,2,4
400,Course400,4,3
401,Course401,4,2
402,Course402,4,3
403,Course403,4,2
404,Course404,3,3
405,Course405,4,3
406,Course406,2,3
407,Course407,2,4
408,Course408,4,4
409,Course409,2,4
410,Course410,1,4
411,Course411,1,3
412,Course412,2,3
413,Course413,3,4
414,Course414,2,3
415,Course415,3,4
416,Course416,4,2
417,Course417,1,3
418,Course418,2,2
419,Course419,1,3
420,Course420,4,3
421,Course421,2,3
422,Course422,4,4
423,Course423,4,2
424,Course424,4,3
425,Course425,4,3
426,Course426,4,4
427,Course427,1,4
428,Course428,4,2
429,Course429,2,2
430,Course430,1,3
431,Course431,3,2
432,Course432,4,3
433,Course433,1,3
434,Course434,3,4
435,Course435,1,2
436,Course436,3,3
437,Course437,3,3
438,Course438,1,3
439,Course439,2,3
440,Course440,1,4
441,Course441,2,3
442,Course442,4,2
443,Course443,3,4
444,Course444,3,3
445,Course445,2,3
446,Course446,3,2
447,Course447,2,2
448,Course448,4,2
449,Course449,1,2
450,Course450,2,3
451,Course451,4,2
452,Course452,3,3
453,Course453,1,4
454,Course454,1,2
455,Course455,4,3
456,Course456,3,3
457,Course457,4,4
458,Course458,4,3
459,Course459,4,3
460,Course460,4,2
461,Course461,2,3
462,Course462,4,2
463,Course463,3,4
464,Course464,2,2
465,Course465,3,2
466,Course466,3,4
467,Course467,4,3
468,Course468,1,2
469,Course469,4,2
470,Course470,1,2
471,Course471,4,4
472,Course472,4,2
473,Course473,4,2
474,Course474,4,4
475,Course475,1,2
476,Course476,3,2
477,Course477,2,3
478,Course478,2,4
479,Course479,1,2
480,Course480,4,3
481,Course481,1,3
482,Course482,1,4
483,Course483,1,3
484,Course484,4,2
485,Course485,4,2
486,Course486,2,3
487,Course487,2,4
488,Course488,2,2
489,Course489,1,2
490,Course490,3,2
491,Course491,4,4
492,Course492,2,3
493,Course493,1,4
494,Course494,4,3
495,Course495,4,2
496,Course496,2,3
497,Course497,3,3
498,Course498,2,4
499,Course499,1,2
500,Course500,3,2
501,Course501,4,3
502,Course502,1,4
503,Course503,1,2
504,Course504,4,2
505,Course505,3,3
506,Course506,1,4
507,Course507,2,2
508,Course508,2,2
509,Course509,4,4
510,Course510,2,3
511,Course511,2,3
512,Course512,3,4
513,Course513,4,4
514,Course514,1,4
515,Course515,2,3
516,Course516,4,2
517,Course517,4,2
518,Course518,4,2
519,Course519,3,4
520,Course520,3,3
521,Course521,1,2
522,Course522,4,3
523,Course523,2,4
524,Course524,4,4
525,Course525,1,2
526,Course526,2,2
527,Course527,4,2
528,Course528,4,3
529,Course529,4,2
530,Course530,1,3
531,Course531,2,3
532,Course532,1,2
533,Course533,4,2
534,Course534,1,3
535,Course535,3,3
536,Course536,1,2
537,Course537,1,4
538,Course538,1,2
539,Course539,3,4
540,Course540,2,2
541,Course541,3,3
542,Course542,4,4
543,Course543,1,2
544,Course544,4,3
545,Course545,3,3
546,Course546,4,3
547,Course547,2,2
548,Course548,4,3
549,Course549,1,4
550,Course550,1,4
551,Course551,1,2
552,Course552,3,2
553,Course553,3,3
554,Course554,4,4
555,Course555,1,2
556,Course556,3,4
557,Course557,1,3
558,Course558,2,4
559,Course559,1,3
560,Course560,4,3
561,Course561,4,2
562,Course562,3,2
563,Course563,1,3
564,Course564,4,4
565,Course565,3,4
566,Course566,2,2
567,Course567,3,3
568,Course568,3,3
569,Course569,3,2
570,Course570,1,4
571,Course571,2,4
572,Course572,2,4
573,Course573,2,2
574,Course574,4,4
575,Course575,2,4
576,Course576,4,3
577,Course577,3,3
578,Course578,1,3
579,Course579,4,3
580,Course580,2,2
581,Course581,2,3
582,Course582,4,3
583,Course583,2,3
584,Course584,4,4
585,Course585,3,3
586,Course586,2,3
587,Course587,1,4
588,Course588,2,3
589,Course589,4,2
590,Course590,1,4
591,Course591,2,2
592,Course592,3,3
593,Course593,1,2
594,Course594,1,3
595,Course595,4,4
596,Course596,1,3
597,Course597,4,2
598,Course598,4,3
599,Course599,4,3
600,Course600,3,2
601,Course601,3,3
602,Course602,1,4
603,Course603,1,2
604,Course604,1,3
605,Course605,2,4
606,Course606,3,4
607,Course607,4,3
608,Course608,3,4
609,Course609,4,3
610,Course610,3,3
611,Course611,4,3
612,Course612,4,4
613,Course613,2,2
614,Course614,3,2
615,Course615,3,3
616,Course616,3,2
617,Course617,1,2
618,Course618,2,3
619,Course619,1,3
620,Course620,2,4
621,Course621,4,4
622,Course622,2,2
623,Course623,4,3
624,Course624,3,2
625,Course625,3,4
626,Course626,4,3
627,Course627,4,3
628,Course628,1,4
629,Course629,3,3
630,Course630,3,4
631,Course631,2,3
632,Course632,2,3
633,Course633,3,4
634,Course634,4,4
635,Course635,3,2
636,Course636,2,3
637,Course637,4,2
638,Course638,1,2
639,Course639,4,3
640,Course640,4,4
641,Course641,2,2
642,Course642,3,4
643,Course643,2,2
644,Course644,2,4
645,Course645,3,4
646,Course646,1,3
647,Course647,1,4
648,Course648,1,3
649,Course649,1,4
650,Course650,2,4
651,Course651,3,4
652,Course652,4,2
653,Course653,4,3
654,Course654,2,4
655,Course655,3,2
656,Course656,3,4
657,Course657,3,2
658,Course658,3,3
659,Course659,3,3
660,Course660,1,2
661,Course661,1,4
662,Course662,3,4
663,Course663,2,4
664,Course664,4,3
665,Course665,4,4
666,Course666,1,2
667,Course667,2,4
668,Course668,4,2
669,Course669,4,2
670,Course670,3,3
671,Course671,1,3
672,Course672,3,2
673,Course673,2,3
674,Course674,1,4
675,Course675,1,2
676,Course676,2,3
677,Course677,3,3
678,Course678,2,4
679,Course679,3,4
680,Course680,3,2
681,Course681,3,3
682,Course682,3,4
683,Course683,3,3
684,Course684,3,3
685,Course685,1,2
686,Course686,4,4
687,Course687,4,3
688,Course688,2,3
689,Course689,1,4
690,Course690,3,2
691,Course691,3,2
692,Course692,3,3
693,Course693,2,3
694,Course694,3,2
695,Course695,4,3
696,Course696,4,4
697,Course697,1,2
698,Course698,3,2
699,Course699,3,4
700,Course700,2,4
701,Course701,3,4
702,Course702,3,4
703,Course703,4,3
704,Course704,2,4
705,Course705,2,2
706,Course706,4,3
707,Course707,1,3
708,Course708,3,4
709,Course709,3,4
710,Course710,3,4
711,Course711,4,4
712,Course712,2,4
713,Course713,1,3
714,Course714,2,3
715,Course715,1,3
716,Course716,3,3
717,Course717,3,3
718,Course718,1,4
719,Course719,1,2
720,Course720,2,4
721,Course721,1,2
722,Course722,1,3
723,Course723,3,3
724,Course724,1,2
725,Course725,1,2
726,Course726,3,2
727,Course727,1,3
728,Course728,1,2
729,Course729,1,3
730,Course730,3,3
731,Course731,2,2
732,Course732,1,2
733,Course733,3,2
734,Course734,3,2
735,Course735,1,3
736,Course736,3,4
737,Course737,4,3
738,Course738,1,2
739,Course739,1,2
740,Course740,2,4
741,Course741,1,3
742,Course742,2,4
743,Course743,4,2
744,Course744,4,3
745,Course745,1,4
746,Course746,3,2
747,Course747,1,2
748,Course748,1,4
749,Course749,3,3
750,Course750,1,3
751,Course751,4,3
752,Course752,4,3
753,Course753,3,4
754,Course754,3,3
755,Course755,4,2
756,Course756,4,2
757,Course757,4,4
758,Course758,2,4
759,Course759,2,4
760,Course760,1,4
761,Course761,4,4
762,Course762,2,2
763,Course763,4,4
764,Course764,1,2
765,Course765,1,3
766,Course766,4,4
767,Course767,1,3
768,Course768,1,4
769,Course769,2,3
770,Course770,3,3
771,Course771,4,3
772,Course772,1,2
773,Course773,2,3
774,Course774,3,3
775,Course775,4,4
776,Course776,3,3
777,Course777,1,3
778,Course778,4,3
779,Course779,1,3
780,Course780,1,3
781,Course781,1,3
782,Course782,4,3
783,Course783,3,3
784,Course784,2,4
785,Course785,1,4
786,Course786,2,4
787,Course787,1,2
788,Course788,2,3
789,Course789,2,2
790,Course790,2,2
791,Course791,4,2
792,Course792,2,2
793,Course793,3,3
794,Course794,1,4
795,Course795,3,3
796,Course796,4,2
797,Course797,2,3
798,Course798,2,2
799,Course799,3,4
800,Course800,4,2
801,Course801,1,3
802,Course802,3,3
803,Course803,4,3
804,Course804,2,4
805,Course805,4,4
806,Course806,2,4
807,Course807,2,4
808,Course808,1,3
809,Course809,1,4
810,Course810,2,2
811,Course811,4,2
812,Course812,2,4
813,Course813,3,2
814,Course814,4,4
815,Course815,3,4
816,Course816,4,4
817,Course817,2,4
818,Course818,2,4
819,Course819,2,2
820,Course820,4,4
821,Course821,4,4
822,Course822,4,2
823,Course823,1,3
824,Course824,2,2
825,Course825,2,2
826,Course826,4,4
827,Course827,1,4
828,Course828,2,4
829,Course829,3,3
830,Course830,3,3
831,Course831,1,4
832,Course832,4,4
833,Course833,4,4
834,Course834,4,4
835,Course835,2,2
836,Course836,3,3
837,Course837,2,3
838,Course838,1,4
839,Course839,2,2
840,Course840,1,3
841,Course841,4,2
842,Course842,1,4
843,Course843,1,2
844,Course844,2,4
845,Course845,1,4
846,Course846,3,4
847,Course847,3,4
848,Course848,4,2
849,Course849,1,2
850,Course850,2,3
851,Course851,3,2
852,Course852,4,3
853,Course853,1,3
854,Course854,1,3
855,Course855,3,3
856,Course856,1,2
857,Course857,4,4
858,Course858,4,2
859,Course859,1,3
860,Course860,3,2
861,Course861,2,2
862,Course862,4,4
863,Course863,2,4
864,Course864,2,2
865,Course865,1,4
866,Course866,2,2
867,Course867,3,2
868,Course868,2,4
869,Course869,4,4
870,Course870,1,4
871,Course871,2,3
872,Course872,4,4
873,Course873,4,4
874,Course874,3,2
875,Course875,1,2
876,Course876,1,4
877,Course877,3,4
878,Course878,4,4
879,Course879,4,2
880,Course880,1,4
881,Course881,4,2
882,Course882,3,3
883,Course883,3,3
884,Course884,3,4
885,Course885,2,2
886,Course886,1,2
887,Course887,2,3
888,Course888,1,3
889,Course889,4,4
890,Course890,3,3
891,Course891,3,3
892,Course892,3,4
893,Course893,2,2
894,Course894,1,4
895,Course895,2,4
896,Course896,2,4
897,Course897,2,4
898,Course898,2,4
899,Course899,2,4
900,Course900,1,3
901,Course901,3,2
902,Course902,4,2
903,Course903,4,4
904,Course904,2,4
905,Course905,3,4
906,Course906,1,4
907,Course907,4,2
908,Course908,2,4
909,Course909,2,4
910,Course910,2,2
911,Course911,4,3
912,Course912,3,4
913,Course913,4,2
914,Course914,4,3
915,Course915,3,4
916,Course916,3,4
917,Course917,4,4
918,Course918,3,3
919,Course919,2,2
920,Course920,4,4
921,Course921,4,2
922,Course922,4,3
923,Course923,1,2
924,Course924,1,3
925,Course925,2,3
926,Course926,3,4
927,Course927,2,3
928,Course928,3,2
929,Course929,4,3
930,Course930,4,3
931,Course931,2,3
932,Course932,4,3
933,Course933,2,2
934,Course934,1,4
935,Course935,1,4
936,Course936,1,4
937,Course937,1,3
938,Course938,1,3
939,Course939,1,3
940,Course940,4,4
941,Course941,1,4
942,Course942,2,4
943,Course943,2,3
944,Course944,2,3
945,Course945,1,2
946,Course946,4,2
947,Course947,3,4
948,Course948,3,2
949,Course949,4,4
950,Course950,4,4
951,Course951,1,4
952,Course952,3,4
953,Course953,4,3
954,Course954,2,4
955,Course955,2,2
956,Course956,4,3
957,Course957,2,4
958,Course958,4,3
959,Course959,3,2
960,Course960,3,2
961,Course961,3,3
962,Course962,2,2
963,Course963,1,2
964,Course964,2,4
965,Course965,2,2
966,Course966,3,2
967,Course967,3,3
968,Course968,2,3
969,Course969,4,2
970,Course970,4,2
971,Course971,1,4
972,Course972,1,2
973,Course973,4,2
974,Course974,1,4
975,Course975,1,4
976,Course976,2,4
977,Course977,1,2
978,Course978,3,3
979,Course979,3,4
980,Course980,1,4
981,Course981,4,4
982,Course982,1,3
983,Course983,3,2
984,Course984,2,3
985,Course985,4,2
986,Course986,4,3
987,Course987,2,3
988,Course988,4,3
989,Course989,4,3
990,Course990,3,2
991,Course991,3,3
992,Course992,2,2
993,Course993,4,2
994,Course994,4,2
995,Course995,3,2
996,Course996,1,3
997,Course997,2,3
998,Course998,1,4
999,Course999,1,3
1000,Course1000,3,3
1001,Course1001,4,4
1002,Course1002,3,3
1003,Course1003,1,3
1004,Course1004,4,2
1005,Course1005,2,4
1006,Course1006,1,2
1007,Course1007,4,3
1008,Course1008,1,2
1009,Course1009,3,4
1010,Course1010,1,4
1011,Course1011,3,2
1012,Course1012,3,3
1013,Course1013,3,3
1014,Course1014,3,4
1015,Course1015,4,3
1016,Course1016,3,2
1017,Course1017,3,4
1018,Course1018,4,3
1019,Course1019,2,4
1020,Course1020,2,4
1021,Course1021,4,4
1022,Course1022,3,4
1023,Course1023,4,4
1024,Course1024,4,3
1025,Course1025,4,4
1026,Course1026,4,2
1027,Course1027,1,2
1028,Course1028,2,3
1029,Course1029,2,3
1030,Course1030,4,3
1031,Course1031,3,4
1032,Course1032,3,2
1033,Course1033,1,4
1034,Course1034,2,2
1035,Course1035,3,2
1036,Course1036,1,2
1037,Course1037,4,4
1038,Course1038,2,4
1039,Course1039,2,4
1040,Course1040,2,3
1041,Course1041,4,3
1042,Course1042,3,2
1043,Course1043,2,2
1044,Course1044,4,3
1045,Course1045,2,3
1046,Course1046,1,2
1047,Course1047,1,3
1048,Course1048,1,2
1049,Course1049,3,2
1050,Course1050,2,4
1051,Course1051,3,3
1052,Course1052,4,4
1053,Course1053,1,3
1054,Course1054,1,2
1055,Course1055,3,3
1056,Course1056,4,4
1057,Course1057,2,3
1058,Course1058,2,4
1059,Course1059,2,4
1060,Course1060,4,4
1061,Course1061,3,3
1062,Course1062,2,3
1063,Course1063,1,4
1064,Course1064,4,3
1065,Course1065,1,4
1066,Course1066,2,2
1067,Course1067,4,2
1068,Course1068,1,3
1069,Course1069,3,4
1070,Course1070,3,4
1071,Course1071,1,4
1072,Course1072,3,4
1073,Course1073,3,2
1074,Course1074,1,4
1075,Course1075,2,3
1076,Course1076,4,2
1077,Course1077,4,4
1078,Course1078,1,4
1079,Course1079,2,3
1080,Course1080,3,3
1081,Course1081,1,4
1082,Course1082,2,3
1083,Course1083,1,3
1084,Course1084,2,3
1085,Course1085,2,2
1086,Course1086,2,4
1087,Course1087,1,2
1088,Course1088,3,2
1089,Course1089,4,2
1090,Course1090,4,2
1091,Course1091,1,4
1092,Course1092,1,4
1093,Course1093,4,3
1094,Course1094,3,3
1095,Course1095,3,4
1096,Course1096,3,2
1097,Course1097,3,4
1098,Course1098,1,4
1099,Course1099,2,4
1100,Course1100,4,3
1101,Course1101,2,4
1102,Course1102,2,2
1103,Course1103,3,2
1104,Course1104,2,2
1105,Course1105,3,3
1106,Course1106,3,4
1107,Course1107,2,2
1108,Course1108,2,4
1109,Course1109,3,3
1110,Course1110,1,2
1111,Course1111,4,4
1112,Course1112,2,2
1113,Course1113,1,3
1114,Course1114,4,2
1115,Course1115,3,3
1116,Course1116,3,2
1117,Course1117,3,2
1118,Course1118,1,3
1119,Course1119,2,3
1120,Course1120,2,3
1121,Course1121,4,3
1122,Course1122,4,4
1123,Course1123,1,3
1124,Course1124,4,4
1125,Course1125,3,3
1126,Course1126,4,2
1127,Course1127,1,3
1128,Course1128,3,2
1129,Course1129,1,2
1130,Course1130,4,4
1131,Course1131,1,2
1132,Course1132,2,2
1133,Course1133,3,4
1134,Course1134,1,3
1135,Course1135,1,4
1136,Course1136,4,3
1137,Course1137,4,2
1138,Course1138,1,4
1139,Course1139,2,4
1140,Course1140,1,2
1141,Course1141,1,2
1142,Course1142,4,4
1143,Course1143,1,2
1144,Course1144,1,4
1145,Course1145,1,2
1146,Course1146,4,2
1147,Course1147,1,2
1148,Course1148,3,4
1149,Course1149,2,2
1150,Course1150,1,2
1151,Course1151,1,4
1152,Course1152,2,2
1153,Course1153,1,2
1154,Course1154,1,3
1155,Course1155,4,3
1156,Course1156,3,3
1157,Course1157,3,2
1158,Course1158,4,3
1159,Course1159,4,2
1160,Course1160,2,2
1161,Course1161,2,4
1162,Course1162,1,4
1163,Course1163,4,2
1164,Course1164,2,4
1165,Course1165,1,4
1166,Course1166,1,4
1167,Course1167,3,4
1168,Course1168,2,4
1169,Course1169,3,4
1170,Course1170,3,2
1171,Course1171,1,3
1172,Course1172,4,3
1173,Course1173,2,3
1174,Course1174,4,4
1175,Course1175,2,4
1176,Course1176,4,4
1177,Course1177,3,2
1178,Course1178,2,4
1179,Course1179,1,2
1180,Course1180,4,2
1181,Course1181,3,2
1182,Course1182,4,3
1183,Course1183,2,3
1184,Course1184,2,4
1185,Course1185,4,2
1186,Course1186,4,2
1187,Course1187,2,4
1188,Course1188,1,2
1189,Course1189,4,3
1190,Course1190,2,4
1191,Course1191,4,3
1192,Course1192,1,3
1193,Course1193,4,4
1194,Course1194,4,2
1195,Course1195,3,3
1196,Course1196,1,2
1197,Course1197,3,3
1198,Course1198,1,3
1199,Course1199,2,3
1200,Course1200,3,3
1201,Course1201,2,4
1202,Course1202,3,2
1203,Course1203,2,4
1204,Course1204,4,4
1205,Course1205,1,2
1206,Course1206,2,2
1207,Course1207,2,3
1208,Course1208,1,3
1209,Course1209,4,3
1210,Course1210,3,2
1211,Course1211,3,2
1212,Course1212,3,4
1213,Course1213,2,4
1214,Course1214,1,3
1215,Course1215,1,4
1216,Course1216,4,4
1217,Course1217,4,4
1218,Course1218,4,3
1219,Course1219,4,3
1220,Course1220,4,2
1221,Course1221,3,2
1222,Course1222,2,4
1223,Course1223,1,4
1224,Course1224,4,3
1225,Course1225,2,4
1226,Course1226,4,2
1227,Course1227,3,3
1228,Course1228,2,3
1229,Course1229,1,4
1230,Course1230,2,4
1231,Course1231,3,2
1232,Course1232,2,2
1233,Course1233,4,2
1234,Course1234,2,4
1235,Course1235,3,4
1236,Course1236,4,3
1237,Course1237,4,3
1238,Course1238,2,2
1239,Course1239,2,3
1240,Course1240,1,2
1241,Course1241,2,2
1242,Course1242,3,3
1243,Course1243,3,4
1244,Course1244,4,2
1245,Course1245,4,4
1246,Course1246,3,4
1247,Course1247,1,3
1248,Course1248,4,2
1249,Course1249,4,2
1250,Course1250,4,3
1251,Course1251,1,4
1252,Course1252,3,3
1253,Course1253,3,4
1254,Course1254,3,4
1255,Course1255,4,2
1256,Course1256,3,2
1257,Course1257,3,4
1258,Course1258,4,4
1259,Course1259,4,4
1260,Course1260,1,4
1261,Course1261,4,3
1262,Course1262,4,4
1263,Course1263,4,4
1264,Course1264,2,2
1265,Course1265,3,4
1266,Course1266,2,3
1267,Course1267,4,2
1268,Course1268,3,4
1269,Course1269,2,2
1270,Course1270,1,3
1271,Course1271,1,2
1272,Course1272,3,3
1273,Course1273,3,2
1274,Course1274,3,2
1275,Course1275,1,2
1276,Course1276,3,3
1277,Course1277,4,2
1278,Course1278,3,2
1279,Course1279,1,2
1280,Course1280,3,2
1281,Course1281,3,4
1282,Course1282,2,4
1283,Course1283,3,4
1284,Course1284,1,4
1285,Course1285,1,2
1286,Course1286,2,2
1287,Course1287,4,3
1288,Course1288,2,4
1289,Course1289,4,4
1290,Course1290,4,2
1291,Course1291,1,2
1292,Course1292,1,4
1293,Course1293,3,4
1294,Course1294,1,3
1295,Course1295,4,3
1296,Course1296,4,3
1297,Course1297,1,3
1298,Course1298,2,4
1299,Course1299,2,2
1300,Course1300,4,3
1301,Course1301,1,2
1302,Course1302,1,2
1303,Course1303,2,2
1304,Course1304,2,3
1305,Course1305,2,4
1306,Course1306,4,4
1307,Course1307,1,4
1308,Course1308,3,2
1309,Course1309,4,3
1310,Course1310,2,4
1311,Course1311,2,3
1312,Course1312,2,2
1313,Course1313,1,3
1314,Course1314,1,3
1315,Course1315,2,2
1316,Course1316,1,3
1317,Course1317,3,2
1318,Course1318,1,4
1319,Course1319,1,4
1320,Course1320,4,4
1321,Course1321,2,4
1322,Course1322,4,3
1323,Course1323,2,4
1324,Course1324,4,3
1325,Course1325,1,4
1326,Course1326,2,2
1327,Course1327,4,3
1328,Course1328,3,2
1329,Course1329,3,4
1330,Course1330,4,3
